country,year,quarter,account,cost_of_goods_usd,price_usd,sales_usd,quantity,avg_price_per_item,markup_ratio
China,2024,1,"Hartmann, Witting and Emmerich",11654.3346,17.4444,17240.14,988.29,17.4444,0.0015
China,2024,1,"Heaney, Schuppe and Ward",2273.9636,6.1198,5756.87,940.7,6.1198,0.0027
China,2024,1,Hegmann Inc,8848.9648,515.9984,12843.2,24.89,515.9984,0.0583
China,2024,1,Hickle Group,7395.284,20.7259,9517.74,459.22,20.7259,0.0028
China,2024,1,Hilll Group,8382.7572,20.4253,14655.17,717.5,20.4253,0.0024
China,2024,1,Huels Inc,6047.0225,30.7695,8827.77,286.9,30.7695,0.0051
China,2024,1,"Hyatt, O'Keefe and Monahan",5123.3352,13.2881,8496.41,639.4,13.2881,0.0026
China,2024,1,"Kling, Hegmann and Vandervort",5578.61,21.0577,11157.22,529.84,21.0577,0.0038
China,2024,1,Kozey-Durgan,3831.736,146.7873,9579.34,65.26,146.7873,0.0383
China,2024,1,Kozey-Roberts,19647.2669,42.4,35760.83,1705.97,20.9622,0.0022
China,2024,1,Kuvalis Inc,2696.0102,62.181,8023.84,129.04,62.181,0.0231
China,2024,1,"Lehner, Feest and Prohaska",10165.4102,29.7269,21186.39,1525.22,13.8907,0.0029
China,2024,1,Lockman Inc,8426.5546,67.2328,10653.04,158.45,67.2328,0.008
China,2024,1,"Macejkovic, Spinka and Dooley",10750.9403,91.8781,15950.95,173.61,91.8781,0.0085
China,2024,1,Mann LLC,2696.4643,10.8896,8195.94,752.64,10.8896,0.004
China,2024,1,"McLaughlin, Streich and Fahey",14303.068,144.0742,20573.69,294.91,69.7626,0.0101
China,2024,1,"Monahan, Stroman and Abernathy",7239.4135,128.3283,10476.72,81.64,128.3283,0.0177
China,2024,1,"Muller, Jacobi and Goodwin",12444.9114,137.8792,18827.4,136.55,137.8792,0.0111
China,2024,1,Murazik LLC,14304.5518,178.0494,24634.19,833.63,29.5505,0.0124
China,2024,1,Nienow Inc,14077.3198,21.4506,19883.22,926.93,21.4506,0.0015
China,2024,1,Nienow-Gislason,6796.8738,35.2666,14430.73,409.19,35.2666,0.0052
China,2024,1,"Ortiz, Johnson and Paucek",16538.6474,19.7339,19480.15,987.14,19.7339,0.0012
China,2024,1,"Powlowski, Padberg and Mills",9911.0642,32.6442,16941.99,518.99,32.6442,0.0033
China,2024,1,Predovic LLC,4691.5319,13.7113,6205.73,452.6,13.7113,0.0029
China,2024,1,Raynor LLC,25712.3117,58.8611,38892.85,2181.84,17.8257,0.0023
China,2024,1,"Rohan, Bartoletti and Moen",3379.1806,8.9031,5641.37,633.64,8.9031,0.0026
China,2024,1,Romaguera and Sons,10530.7008,17.4657,16454.22,942.09,17.4657,0.0017
China,2024,1,Runte and Sons,26392.9612,117.0716,40525.39,1447.02,28.0061,0.0044
China,2024,1,"Rutherford, Ebert and Treutel",7463.8178,21.2259,12780.51,602.12,21.2259,0.0028
China,2024,1,Schneider and Sons,7369.9784,20.6076,9697.34,470.57,20.6076,0.0028
China,2024,1,Schoen and Sons,15643.9815,138.2077,28916.38,552.7,52.3184,0.0088
China,2024,1,"Schulist, Okuneva and Daniel",13092.6858,44.9534,15717.51,349.64,44.9534,0.0034
China,2024,1,"Schultz, Gutmann and Feest",5591.6703,11.3763,10610.38,932.67,11.3763,0.002
China,2024,1,Schuppe-Bernhard,12966.7266,151.068,27090.51,457.5,59.2142,0.0117
China,2024,1,Smitham Group,4266.1642,7.8979,5983.4,757.59,7.8979,0.0019
China,2024,1,Stehr-Macejkovic,18703.7206,160.8263,24919.35,863.75,28.8502,0.0086
China,2024,1,Tillman LLC,4464.1792,7.3259,6517.05,889.59,7.3259,0.0016
China,2024,1,"Tillman, Stokes and Beier",10678.9154,237.5095,19439.85,621.23,31.2925,0.0222
China,2024,1,Treutel and Sons,4135.5015,23.1037,6362.31,275.38,23.1037,0.0056
China,2024,1,Walker and Sons,3939.1738,11.7601,7546.31,641.69,11.7601,0.003
China,2024,1,Walsh-Beer,20316.8938,92.5088,34081.23,806.33,42.2671,0.0046
China,2024,1,"Ward, Medhurst and Kuphal",13575.3548,20.7219,19561.03,943.98,20.7219,0.0015
China,2024,1,Watsica LLC,1865.7184,29.9122,5758.39,192.51,29.9122,0.016
China,2024,1,Wiza-Thiel,7655.9722,17.0841,13222.75,773.98,17.0841,0.0022
China,2024,1,Wunsch and Sons,9455.7763,57.3915,15594.6,651.85,23.9236,0.0061
China,2024,1,Wunsch-Bartoletti,8745.5296,12.595,12231.51,971.14,12.595,0.0014
China,2024,1,"Zemlak, Bashirian and Schowalter",15087.1942,57.0651,18672.27,327.21,57.0651,0.0038
China,2024,2,"Beahan, Mohr and Hyatt",9653.0206,19.8788,11786.35,592.91,19.8788,0.0021
China,2024,2,Cremin-Welch,6231.3002,22.3851,10912.96,487.51,22.3851,0.0036
China,2024,2,Denesik Group,13090.6517,23.417,18835.47,804.35,23.417,0.0018
China,2024,2,Dicki LLC,12619.6035,43.2577,22105.72,977.22,22.621,0.0034
China,2024,2,"Grady, Weber and Fritsch",7092.0647,34.967,19064.69,545.22,34.967,0.0049
China,2024,2,Green and Sons,12475.7698,28.1094,15614.23,555.48,28.1094,0.0023
China,2024,2,Kuvalis Inc,6369.162,52.619,10390.15,197.46,52.619,0.0083
China,2024,2,Mante-Thiel,5350.9431,16.328,6339.98,388.29,16.328,0.0031
China,2024,2,Nolan-Toy,21490.8517,43.148,35714.92,1660.92,21.5031,0.002
China,2024,2,O'Reilly-Koss,4550.0301,12.5974,9191.98,729.67,12.5974,0.0028
China,2024,2,"Rempel, Huels and Stracke",10286.0006,22.7038,15329.36,675.19,22.7038,0.0022
China,2024,2,Turcotte Inc,4485.9753,37.8901,14660.05,386.91,37.8901,0.0084
Colombia,2022,1,"Brown, Bruen and Wiegand",11749.835,102.5083,15986.17,155.95,102.5083,0.0087
Colombia,2022,1,"Moen, Shields and Johnson",9029.9111,14.005,10512.12,750.6,14.005,0.0016
Colombia,2022,2,McGlynn-Smitham,7569.8433,15.3614,9895.22,644.16,15.3614,0.002
Colombia,2022,2,Nolan Group,5633.5595,26.6452,10168.88,381.64,26.6452,0.0047
Colombia,2022,2,"Ryan, Hartmann and Gerhold",5664.9127,17.6309,16372.58,928.63,17.6309,0.0031
Colombia,2022,2,Williamson and Sons,7734.3817,24.2441,10908.86,449.96,24.2441,0.0031
Colombia,2022,3,"Batz, Weber and Stamm",13083.3028,35.666,26507.71,1438.77,18.4239,0.0027
Colombia,2022,3,Hilll Group,9533.543,21.6599,17146.66,791.63,21.6599,0.0023
Colombia,2022,3,"Kilback, Effertz and Kemmer",11003.7846,31.0721,14017.56,451.13,31.0721,0.0028
Colombia,2022,3,Murazik and Sons,5300.2616,63.6049,14763.96,232.12,63.6049,0.012
Colombia,2022,3,"Ryan, Hartmann and Gerhold",13125.9274,26.9399,14865.15,551.79,26.9399,0.0021
Colombia,2022,4,"Batz, Weber and Stamm",4553.8678,8.7336,5649.96,646.92,8.7336,0.0019
Colombia,2022,4,Boehm Inc,18846.0687,58.2441,25250.38,889.41,28.39,0.0031
Colombia,2023,1,Boehm Inc,7813.8162,23.6543,14470.03,611.73,23.6543,0.003
Colombia,2023,1,"Brown, Bruen and Wiegand",6456.3054,203.6404,13311.97,65.37,203.6404,0.0315
Colombia,2023,1,McGlynn-Smitham,10983.721,19.5933,14301.72,729.93,19.5933,0.0018
Colombia,2023,1,Williamson and Sons,7066.0812,14.5482,13133.98,902.79,14.5482,0.0021
Colombia,2023,2,Boehm Inc,10336.9185,34.737,12104.12,348.45,34.737,0.0034
Colombia,2023,2,Goyette-Wehner,7542.2592,35.377,11273.93,318.68,35.377,0.0047
Colombia,2023,2,Hettinger-Torp,2393.4078,31.2025,6593.41,211.31,31.2025,0.013
Colombia,2023,2,"Kilback, Effertz and Kemmer",7129.9176,17.1329,8835.09,515.68,17.1329,0.0024
Colombia,2023,2,McGlynn-Smitham,11927.6966,55.0457,14475.36,262.97,55.0457,0.0046
Colombia,2023,2,Murazik and Sons,8590.3752,23.7424,15123.9,637.0,23.7424,0.0028
Colombia,2023,2,Nolan Group,14333.2313,19.6505,17022.84,866.28,19.6505,0.0014
Colombia,2023,2,Williamson and Sons,13392.6955,146.6038,16273.02,111.0,146.6038,0.0109
Colombia,2023,3,Hilll Group,6964.5594,29.4594,9080.26,308.23,29.4594,0.0042
Colombia,2023,3,"Kilback, Effertz and Kemmer",3864.0083,33.7871,9588.11,283.78,33.7871,0.0087
Colombia,2023,3,Mohr-Block,11662.9244,25.7644,25208.03,1962.62,12.8441,0.0022
Colombia,2023,3,"Ryan, Hartmann and Gerhold",17909.7962,39.5437,29605.18,1596.47,18.5442,0.0022
Colombia,2023,4,Boehm Inc,14651.821,21.4674,18021.92,839.5,21.4674,0.0015
Colombia,2023,4,Hettinger-Torp,10776.8475,35.1249,17901.74,509.66,35.1249,0.0033
Colombia,2023,4,Hilll Group,4827.1419,9.6203,5645.78,586.86,9.6203,0.002
Colombia,2023,4,Murazik and Sons,11270.7203,38.5089,12706.1,891.87,14.2466,0.0034
Colombia,2023,4,"Ryan, Hartmann and Gerhold",10302.7621,89.3217,15705.43,175.83,89.3217,0.0087
Colombia,2024,1,Hettinger-Torp,2702.4395,7.8296,7788.01,994.69,7.8296,0.0029
Colombia,2024,1,Mohr-Block,3237.2509,12.4908,10476.54,838.74,12.4908,0.0039
Colombia,2024,1,Nolan Group,5871.533,22.2373,8021.22,360.71,22.2373,0.0038
Colombia,2024,2,Mohr-Block,7664.6313,19.1226,12382.28,647.52,19.1226,0.0025
Costa Rica,2022,1,Cole Inc,14154.8456,18.6263,18054.65,969.31,18.6263,0.0013
Costa Rica,2022,2,Cole Inc,6009.8609,21.9058,16155.54,737.5,21.9058,0.0036
Costa Rica,2022,3,"Ernser, Ziemann and Larson",5857.3425,152.7514,11242.5,73.6,152.7514,0.0261
Costa Rica,2023,1,Cole Inc,7494.9097,30.6518,9633.56,314.29,30.6518,0.0041
Costa Rica,2023,2,Cole Inc,24655.1718,40.0783,30411.46,1517.64,20.0387,0.0016
Costa Rica,2023,3,"Ernser, Ziemann and Larson",5425.2871,16.356,15725.47,961.45,16.356,0.003
Costa Rica,2023,4,Cole Inc,11298.2166,143.6773,22338.36,775.08,28.8207,0.0127
Costa Rica,2023,4,"Ernser, Ziemann and Larson",6410.6977,14.4577,10810.62,747.74,14.4577,0.0023
Croatia,2022,1,Fadel-Morar,6463.9842,34.296,13382.99,390.22,34.296,0.0053
Croatia,2022,1,Purdy-Stark,10363.9133,19.7959,13708.88,692.51,19.7959,0.0019
Croatia,2022,1,"Waelchi, Wunsch and Stanton",4210.7036,20.1961,7173.26,355.18,20.1961,0.0048
Croatia,2022,1,Walsh Group,17287.1751,48.2726,24253.06,1102.1,22.0062,0.0028
Croatia,2022,3,Purdy-Stark,6547.0916,20.3711,9502.31,466.46,20.3711,0.0031
Croatia,2022,3,Volkman Inc,3139.2479,5.9039,5718.12,968.54,5.9039,0.0019
Croatia,2022,4,Purdy-Stark,5843.2937,8.2146,7811.89,950.98,8.2146,0.0014
Croatia,2023,1,Dach-Schroeder,10287.0213,55.449,14091.81,254.14,55.449,0.0054
Croatia,2023,1,Purdy-Stark,14380.094,31.7449,19889.48,626.54,31.7449,0.0022
Croatia,2023,1,Rolfson-Kohler,7195.5824,17.6665,14536.53,822.83,17.6665,0.0025
Croatia,2023,2,Purdy-Stark,11180.2658,18.1817,15506.61,852.87,18.1817,0.0016
Croatia,2023,4,Dach-Schroeder,15523.8935,37.4075,23327.27,1297.14,17.9836,0.0024
Croatia,2023,4,Rolfson-Kohler,18912.8521,28.3788,26169.42,1800.28,14.5363,0.0015
Cyprus,2022,2,Marvin LLC,8262.8066,19.1171,13887.07,726.42,19.1171,0.0023
Cyprus,2022,3,Marvin LLC,6659.6617,13.7273,12782.46,931.17,13.7273,0.0021
Cyprus,2023,1,Marvin LLC,6970.5918,14.7223,8626.97,585.98,14.7223,0.0021
Czech Republic,2022,1,Ferry-Johnson,10342.3063,45.4253,12460.61,274.31,45.4253,0.0044
Czech Republic,2022,1,Gutmann Group,4240.2561,43.9715,12508.13,284.46,43.9715,0.0104
Czech Republic,2022,1,Langosh and Sons,6343.8817,18.994,7543.26,397.14,18.994,0.003
Czech Republic,2022,2,Bergstrom-Jast,9479.6001,21.6737,16887.24,1642.53,10.2812,0.0023
Czech Republic,2022,2,"Carter, Greenfelder and Stamm",3312.2412,10.0249,6958.49,694.12,10.0249,0.003
Czech Republic,2022,2,Gutmann Group,11481.321,19.7971,14280.25,721.33,19.7971,0.0017
Czech Republic,2022,2,Langosh and Sons,16665.8511,38.6179,34970.22,2765.78,12.6439,0.0023
Czech Republic,2022,3,Ferry-Johnson,7339.8443,27.6853,10396.38,375.52,27.6853,0.0038
Czech Republic,2022,3,Gutmann Group,16108.0532,22.8732,20382.38,1772.59,11.4986,0.0014
Czech Republic,2022,3,"Halvorson, Gleason and Parisian",3399.1304,28.5211,8230.34,288.57,28.5211,0.0084
Czech Republic,2022,3,Langosh and Sons,10449.8951,28.6452,13989.15,488.36,28.6452,0.0027
Czech Republic,2022,3,"Legros, Mann and Kuphal",11540.0488,1320.0198,15325.43,11.61,1320.0198,0.1144
Czech Republic,2022,3,Sporer-Bogan,11698.5114,36.3542,18991.09,522.39,36.3542,0.0031
Czech Republic,2022,3,Swaniawski-Zulauf,8157.2635,23.6028,12472.88,528.45,23.6028,0.0029
Czech Republic,2022,4,Gutmann Group,21073.6578,67.6475,32610.12,2039.74,15.9874,0.0032
Czech Republic,2022,4,"Halvorson, Gleason and Parisian",20403.0171,149.9182,30012.47,609.87,49.2113,0.0073
Czech Republic,2022,4,Langosh and Sons,12106.5446,16.2514,15324.74,942.98,16.2514,0.0013
Czech Republic,2022,4,Schmitt-Torphy,10642.968,89.9872,19005.3,211.2,89.9872,0.0085
Czech Republic,2023,1,"Carter, Greenfelder and Stamm",9683.0484,135.0318,14783.28,109.48,135.0318,0.0139
Czech Republic,2023,1,Gutmann Group,7562.9099,88.099,17121.9,885.79,19.3295,0.0116
Czech Republic,2023,1,"Halvorson, Gleason and Parisian",7007.5081,40.1574,13687.25,860.66,15.9032,0.0057
Czech Republic,2023,1,Hayes Group,11850.33,20.9877,15572.05,741.96,20.9877,0.0018
Czech Republic,2023,1,Swaniawski-Zulauf,3703.9854,119.5845,9747.33,81.51,119.5845,0.0323
Czech Republic,2023,2,"Carter, Greenfelder and Stamm",22454.6027,72.1894,37828.95,1853.77,20.4065,0.0032
Czech Republic,2023,2,Ferry-Johnson,8055.067,16.213,14752.87,909.94,16.213,0.002
Czech Republic,2023,2,Gutmann Group,7916.911,32.6467,9335.98,285.97,32.6467,0.0041
Czech Republic,2023,2,Hayes Group,7615.2969,17.1972,16314.5,1889.46,8.6345,0.0023
Czech Republic,2023,2,Langosh and Sons,29697.562,132.203,44786.37,1251.14,35.7964,0.0045
Czech Republic,2023,2,Schmitt-Torphy,20108.184,74.6545,26412.02,761.68,34.676,0.0037
Czech Republic,2023,2,Swaniawski-Zulauf,5500.1064,39.0759,13924.32,356.34,39.0759,0.0071
Czech Republic,2023,2,Thompson-Kub,4164.6498,13.8551,9316.89,672.45,13.8551,0.0033
Czech Republic,2023,3,"Carter, Greenfelder and Stamm",5923.6431,27.486,8584.99,312.34,27.486,0.0046
Czech Republic,2023,3,"Halvorson, Gleason and Parisian",4768.8617,25.7417,13944.04,541.69,25.7417,0.0054
Czech Republic,2023,3,Hayes Group,10669.2078,18.7587,15462.62,824.29,18.7587,0.0018
Czech Republic,2023,3,Langosh and Sons,23875.6629,146.3524,31480.48,800.17,39.3422,0.0061
Czech Republic,2023,4,"Gislason, Bogisich and Prosacco",14622.7466,1151.7134,29928.3,188.87,158.4598,0.0788
Czech Republic,2023,4,Thompson-Kub,4583.5872,151.3969,10254.11,67.73,151.3969,0.033
Czech Republic,2024,1,"Carter, Greenfelder and Stamm",7360.7464,36.1826,9840.57,271.97,36.1826,0.0049
Czech Republic,2024,1,"Kilback, Marquardt and Gusikowski",2799.705,340.1002,9332.35,27.44,340.1002,0.1215
Czech Republic,2024,1,"Legros, Mann and Kuphal",11547.0267,105.5339,21982.52,1017.84,21.5972,0.0091
Czech Republic,2024,2,Gutmann Group,6309.8072,22.8589,16517.82,722.6,22.8589,0.0036
Egypt,2022,1,Green Inc,7445.3997,52.6799,15943.04,302.64,52.6799,0.0071
Egypt,2022,2,Green Inc,9085.2043,38.7329,16578.84,428.03,38.7329,0.0043
Egypt,2022,4,Casper-Aufderhar,3356.8933,20.0799,8329.76,414.83,20.0799,0.006
Egypt,2023,1,Green Inc,6949.6444,21.3821,14913.4,697.47,21.3821,0.0031
Egypt,2023,3,Green Inc,4044.3039,6.6249,6419.53,969.0,6.6249,0.0016
Ethiopia,2022,3,"Champlin, Schoen and Cassin",8735.2785,33.231,18390.06,553.4,33.231,0.0038
Ethiopia,2022,4,Cummerata-McDermott,8853.3459,600.8619,17058.47,28.39,600.8619,0.0679
Finland,2023,1,"Jones, Fay and Kub",15998.7865,40.9122,31798.49,1578.63,20.1431,0.0026
Finland,2023,1,"Murray, Larkin and Green",11213.8852,20.6534,13270.87,642.55,20.6534,0.0018
Finland,2023,2,"Jones, Fay and Kub",7724.0402,138.4549,9992.29,72.17,138.4549,0.0179
Finland,2023,3,"Murray, Larkin and Green",4686.4641,28.9098,8776.15,303.57,28.9098,0.0062
Finland,2023,4,"Jones, Fay and Kub",11266.5987,59.0948,21298.11,707.52,30.1025,0.0052
Finland,2024,1,"Jones, Fay and Kub",10882.4156,78.2058,24834.54,752.09,33.0207,0.0072
Finland,2024,1,"Murray, Larkin and Green",4377.6674,6.4493,6088.55,944.07,6.4493,0.0015
France,2022,1,Bayer LLC,9489.3879,137.7566,16915.13,122.79,137.7566,0.0145
France,2022,1,Bogisich Group,5860.9788,30.2874,9561.14,315.68,30.2874,0.0052
France,2022,1,Boyer-Reinger,3929.1,58.2007,9997.71,171.78,58.2007,0.0148
France,2022,1,Brown-Emmerich,5756.0733,41.1483,11090.7,269.53,41.1483,0.0071
France,2022,1,"Cartwright, DuBuque and Vandervort",4962.48,25.3835,13485.0,531.25,25.3835,0.0051
France,2022,1,"Fadel, Wunsch and Volkman",3946.114,24.1645,12293.19,508.73,24.1645,0.0061
France,2022,1,Gerlach Group,21695.4204,60.0526,39613.37,2045.47,19.3664,0.0028
France,2022,1,"Homenick, Marquardt and Zemlak",3501.2535,30.5706,8161.43,266.97,30.5706,0.0087
France,2022,1,"Medhurst, Bogan and Goodwin",24154.1471,34.1726,30736.4,2705.78,11.3595,0.0014
France,2022,1,"Okuneva, Hand and Pacocha",8638.6495,21.1867,13290.23,627.29,21.1867,0.0025
France,2022,1,Powlowski-Will,3221.1367,25.0139,9256.14,370.04,25.0139,0.0078
France,2022,1,Robel LLC,10399.8883,166.5994,14730.72,88.42,166.5994,0.016
France,2022,1,Senger and Sons,24510.5608,58.2282,32731.25,1740.93,18.801,0.0024
France,2022,1,Simonis-Gutmann,8596.1171,32.6529,17704.31,1045.47,16.9343,0.0038
France,2022,1,"Witting, Hickle and Kihn",1616.6925,9.582,5005.24,522.36,9.582,0.0059
France,2022,2,Abernathy Inc,6282.5867,9.6755,7019.65,725.51,9.6755,0.0015
France,2022,2,"Lemke, Balistreri and Buckridge",15168.7325,81.5493,39129.54,1796.83,21.777,0.0054
France,2022,2,"Medhurst, Bogan and Goodwin",20067.1552,97.8556,27669.65,1096.34,25.2382,0.0049
France,2022,2,O'Hara Inc,9094.8981,126.591,10538.7,83.25,126.591,0.0139
France,2022,2,Powlowski-Will,6036.1081,53.0439,9565.94,180.34,53.0439,0.0088
France,2022,2,Stark LLC,23736.2725,195.0183,45078.83,1496.64,30.12,0.0082
France,2022,2,"Thompson, Kemmer and Mitchell",6109.1465,49.9946,16247.73,324.99,49.9946,0.0082
France,2022,3,Brown-Emmerich,3204.73,9.5921,7932.5,826.98,9.5921,0.003
France,2022,3,"Christiansen, Schimmel and Hahn",3503.7176,5.6079,5508.99,982.36,5.6079,0.0016
France,2022,3,Marks-Christiansen,21309.248,52.2216,34986.43,2438.15,14.3496,0.0025
France,2022,3,Powlowski-Will,14189.7504,23.7332,16892.56,711.77,23.7332,0.0017
France,2022,3,Robel LLC,12978.1861,47.7028,18391.7,844.4,21.7808,0.0037
France,2022,3,"Thompson, Kemmer and Mitchell",4186.268,20.7598,7824.8,376.92,20.7598,0.005
France,2022,4,Abernathy Inc,9832.0761,311.5994,22511.58,391.99,57.429,0.0317
France,2022,4,Bogisich Group,9647.5962,17.5149,17136.05,978.37,17.5149,0.0018
France,2022,4,Boyer-Reinger,6148.1183,13.3421,12835.32,962.02,13.3421,0.0022
France,2022,4,"Cartwright, DuBuque and Vandervort",14302.9752,25.3647,18527.17,730.43,25.3647,0.0018
France,2022,4,Gerlach Group,11586.5435,472.7149,16743.56,35.42,472.7149,0.0408
France,2022,4,"Medhurst, Bogan and Goodwin",2365.9875,8.0667,6292.52,780.06,8.0667,0.0034
France,2022,4,O'Hara Inc,5015.4393,22.165,12926.39,583.19,22.165,0.0044
France,2022,4,"Okuneva, Hand and Pacocha",8399.6494,10.2541,9893.58,964.84,10.2541,0.0012
France,2022,4,Powlowski-Will,7467.603,68.8786,14729.0,213.84,68.8786,0.0092
France,2022,4,Schulist Group,8937.6768,24.3503,15278.08,627.43,24.3503,0.0027
France,2022,4,"Thompson, Kemmer and Mitchell",15928.7107,93.78,28254.19,585.85,48.2277,0.0059
France,2023,1,Brown-Emmerich,8626.9896,44.6055,11981.93,268.62,44.6055,0.0052
France,2023,1,"Christiansen, Schimmel and Hahn",10889.7652,34.8624,14051.31,403.05,34.8624,0.0032
France,2023,1,"Medhurst, Bogan and Goodwin",7755.7191,20.9647,13775.7,657.09,20.9647,0.0027
France,2023,1,Medhurst-Schiller,10364.5306,26.7923,11645.54,434.66,26.7923,0.0026
France,2023,1,Schulist Group,5218.1095,26.4095,14782.18,559.73,26.4095,0.0051
France,2023,1,Simonis-Gutmann,7700.1734,152.57,14312.59,93.81,152.57,0.0198
France,2023,1,Stark LLC,2646.4826,23.0626,8044.02,348.79,23.0626,0.0087
France,2023,1,Wisoky-Schamberger,4379.1238,10.4005,8049.86,773.99,10.4005,0.0024
France,2023,2,Abernathy Inc,16157.8598,19.888,19054.08,958.07,19.888,0.0012
France,2023,2,Brown-Emmerich,6238.1218,282.5206,19993.98,70.77,282.5206,0.0453
France,2023,2,"Christiansen, Schimmel and Hahn",7268.7604,18.3042,8715.54,476.15,18.3042,0.0025
France,2023,2,Graham-Hartmann,7114.1381,12.3477,9460.29,766.16,12.3477,0.0017
France,2023,2,"Lemke, Balistreri and Buckridge",4385.8998,41.5868,11188.52,269.04,41.5868,0.0095
France,2023,2,"Medhurst, Bogan and Goodwin",8236.4855,24.6447,15395.3,624.69,24.6447,0.003
France,2023,2,O'Hara Inc,12818.2418,26.303,19659.88,747.44,26.303,0.0021
France,2023,2,Ondricka-Konopelski,8523.0047,24.8785,16111.54,647.61,24.8785,0.0029
France,2023,2,Powlowski-Will,6160.0516,19.9101,14987.96,752.78,19.9101,0.0032
France,2023,2,Simonis-Gutmann,5420.5408,292.6498,16326.93,55.79,292.6498,0.054
France,2023,2,Stark LLC,13628.7396,50.2233,23127.65,912.81,25.3368,0.0037
France,2023,2,"Thompson, Kemmer and Mitchell",10048.9971,41.0969,15726.13,382.66,41.0969,0.0041
France,2023,3,"Cartwright, DuBuque and Vandervort",4987.2669,16.7902,10748.42,640.16,16.7902,0.0034
France,2023,3,"Greenholt, Greenfelder and Blanda",5071.9152,28.9698,11527.08,397.9,28.9698,0.0057
France,2023,3,"Homenick, Marquardt and Zemlak",3418.8446,7.4611,5966.57,799.69,7.4611,0.0022
France,2023,3,Marks-Christiansen,7870.1894,92.7784,16674.13,179.72,92.7784,0.0118
France,2023,3,Powlowski-Will,5184.7727,14.5455,11496.17,790.36,14.5455,0.0028
France,2023,3,Schulist Group,4830.1641,10.0752,8503.81,844.03,10.0752,0.0021
France,2023,3,Simonis-Gutmann,3399.795,9.8333,6705.71,681.94,9.8333,0.0029
France,2023,3,Stark LLC,9568.8859,128.9861,19920.92,845.01,23.5748,0.0135
France,2023,4,Abernathy Inc,5794.1408,271.515,8873.11,32.68,271.515,0.0469
France,2023,4,Considine-Purdy,16980.3691,165.5013,19790.64,119.58,165.5013,0.0097
France,2023,4,"Fadel, Wunsch and Volkman",8989.4716,91.6231,16993.33,185.47,91.6231,0.0102
France,2023,4,"Kessler, Fadel and Nitzsche",8911.8857,33.1292,13752.91,415.13,33.1292,0.0037
France,2023,4,"Medhurst, Bogan and Goodwin",5184.9271,12.0361,10328.54,858.13,12.0361,0.0023
France,2023,4,Medhurst-Schiller,9570.5073,37.2062,26663.39,1443.43,18.4722,0.0039
France,2023,4,Schuster-Rutherford,10438.6854,33.1896,17860.15,1172.08,15.238,0.0032
France,2023,4,Simonis-Gutmann,3443.7941,8.9315,7552.18,845.57,8.9315,0.0026
France,2023,4,Wisoky-Schamberger,9123.899,67.4713,16958.92,251.35,67.4713,0.0074
France,2024,1,Bayer LLC,5409.8245,7.6176,6379.51,837.47,7.6176,0.0014
France,2024,1,Boyer-Reinger,6127.0092,16.8348,13091.9,777.67,16.8348,0.0027
France,2024,1,Gerlach Group,5203.1312,21.0771,17286.15,820.14,21.0771,0.0041
France,2024,1,"Medhurst, Bogan and Goodwin",25111.3705,288.0807,43885.32,1027.33,42.7178,0.0115
France,2024,1,Ondricka-Konopelski,11178.0764,153.4718,16595.34,640.57,25.9071,0.0137
France,2024,1,Powlowski-Will,9091.7944,36.0189,19037.97,1263.41,15.0687,0.004
France,2024,1,Robel LLC,5982.9365,10.0145,8117.96,810.62,10.0145,0.0017
France,2024,1,"Witting, Hickle and Kihn",9075.1902,13.6819,10173.98,743.61,13.6819,0.0015
Gambia,2022,2,Stehr-Willms,13780.8547,102.6996,34754.74,1186.29,29.297,0.0075
Gambia,2022,3,Stehr-Willms,13879.1521,20.7542,16721.87,805.71,20.7542,0.0015
Gambia,2022,4,Stehr-Willms,13506.2558,25.0688,19405.54,774.09,25.0688,0.0019
Gambia,2023,1,Stehr-Willms,8673.9858,113.4711,19763.91,1068.61,18.495,0.0131
Gambia,2023,3,Stehr-Willms,16473.9632,22.1768,18957.38,854.83,22.1768,0.0013
Gambia,2023,4,Stehr-Willms,14928.5357,89.8299,32905.11,729.53,45.1045,0.006
Gambia,2024,1,Stehr-Willms,6546.1889,73.0852,11020.52,150.79,73.0852,0.0112
Germany,2022,1,Bernhard Inc,13273.4473,43.5588,14764.68,338.96,43.5588,0.0033
Germany,2023,1,Bernhard Inc,11313.8747,32.4022,28587.72,1714.62,16.6729,0.0029
Germany,2023,1,Ziemann-Hodkiewicz,12347.9652,883.2,24157.01,109.08,221.4614,0.0715
Germany,2023,2,Ziemann-Hodkiewicz,3367.7241,34.7481,6342.23,182.52,34.7481,0.0103
Germany,2023,3,Ziemann-Hodkiewicz,14748.1506,60.0112,32135.4,1778.26,18.0713,0.0041
Germany,2023,4,Ziemann-Hodkiewicz,6051.6115,14.5348,11290.32,776.78,14.5348,0.0024
Germany,2024,1,Ziemann-Hodkiewicz,5127.0506,10.9715,8704.67,793.39,10.9715,0.0021
Ghana,2022,4,Ruecker and Sons,5410.7969,18.9137,13698.22,724.25,18.9137,0.0035
Greece,2022,1,"Swift, Brekke and Kessler",2635.8248,13.9798,7707.09,551.3,13.9798,0.0053
Greece,2022,2,"Cremin, Spinka and Ernser",36204.4785,91.3036,46666.39,1789.0,26.0852,0.0025
Greece,2022,2,Hudson-Konopelski,10721.6413,35.0239,13368.63,381.7,35.0239,0.0033
